Pt name,North,East,Ground,WSE,Elevation_recorded,Depth,Code,Notes
20432,2065453.763,6578318.493,156.134,176.77,176.37,20.636,BATH,
20433,2065450.937,6578320.73,155.309,176.798,176.398,21.489,BATH,
20434,2065449.957,6578323.564,156.756,176.868,176.468,20.112,BATH,
20435,2065448.339,6578326.629,155.569,176.862,176.462,21.293,BATH,
20436,2065447.539,6578330.625,152.033,176.836,176.436,24.803,BATH,
20437,2065447.272,6578334.762,152.184,176.79,176.39,24.606,BATH,
20438,2065447.198,6578339.13,150.907,176.891,176.491,25.984,BATH,
20439,2065447.217,6578343.99,149.758,176.858,176.458,27.1,BATH,
20440,2065447.3,6578349.036,149.018,176.839,176.439,27.821,BATH,
20441,2065447.286,6578354.303,147.41,176.806,176.406,29.396,BATH,
20442,2065447.138,6578359.75,146.589,176.871,176.471,30.282,BATH,
20443,2065447.796,6578365.252,146.786,176.871,176.471,30.085,BATH,
20444,2065448.795,6578370.365,146.594,176.778,176.378,30.184,BATH,
20445,2065449.715,6578375.155,146.736,176.854,176.454,30.118,BATH,
20446,2065450.946,6578379.86,150.244,176.884,176.484,26.64,BATH,
20447,2065451.632,6578384.547,152.787,176.868,176.468,24.081,BATH,
20448,2065452.186,6578388.919,155.644,176.805,176.405,21.161,BATH,
20449,2065453.039,6578393.083,160.026,176.824,176.424,16.798,BATH,
20450,2065453.694,6578396.653,163.217,176.832,176.432,13.615,BATH,
20451,2065451.974,6578397.166,165.443,176.827,176.427,11.384,BATH,
20452,2065451.316,6578398.79,165.361,176.778,176.378,11.417,BATH,
20453,2065449.825,6578400.76,165.23,176.844,176.444,11.614,BATH,
20454,2065446.816,6578402.34,162.653,176.859,176.459,14.206,BATH,
20455,2065443.233,6578404.146,164.875,176.784,176.384,11.909,BATH,
20456,2065439.513,6578405.579,164.429,176.831,176.431,12.402,BATH,
20457,2065435.901,6578406.693,163.484,176.837,176.437,13.353,BATH,
20458,2065433.615,6578405.804,162.727,176.802,176.402,14.075,BATH,
20459,2065433.82,6578404.697,163.055,176.835,176.435,13.78,BATH,
20460,2065433.297,6578404.021,162.57,176.874,176.474,14.304,BATH,
20461,2065432.502,6578401.828,161.035,176.849,176.449,15.814,BATH,
20462,2065431.951,6578398.327,158.521,176.828,176.428,18.307,BATH,
20464,2065430.041,6578388.841,153.452,176.812,176.412,23.36,BATH,
20465,2065428.845,6578383.027,152.546,176.824,176.424,24.278,BATH,
20467,2065426.604,6578371.527,142.95,176.874,176.474,33.924,BATH,
20468,2065425.601,6578365.087,142.913,176.837,176.437,33.924,BATH,
20469,2065424.919,6578358.626,144.804,176.792,176.392,31.988,BATH,
20470,2065424.084,6578352.258,146.086,176.86,176.46,30.774,BATH,
20471,2065422.959,6578345.65,148.814,176.832,176.432,28.018,BATH,
20472,2065422.092,6578339.231,152.463,176.84,176.44,24.377,BATH,
20474,2065419.295,6578327.69,153.337,176.828,176.428,23.491,BATH,
20475,2065418.15,6578322.068,155.061,176.813,176.413,21.752,BATH,
20476,2065416.955,6578316.913,166.136,176.766,176.366,10.63,BATH,
20477,2065415.459,6578312.234,167.497,176.88,176.48,9.383,BATH,
20478,2065414.11,6578308.383,169.352,176.832,176.432,7.48,BATH,
20479,2065413.091,6578305.413,170.91,176.881,176.481,5.971,BATH,
20480,2065412.349,6578304.881,170.932,176.903,176.503,5.971,BATH,
20481,2065411.151,6578303.399,171.112,176.853,176.453,5.741,BATH,
20482,2065409.389,6578302.972,170.968,176.808,176.408,5.84,BATH,
20484,2065407.889,6578305.135,171.228,176.904,176.504,5.676,BATH,
20485,2065405.737,6578306.626,170.45,176.88,176.48,6.43,BATH,
20486,2065404.013,6578308.673,170.035,176.826,176.426,6.791,BATH,
20487,2065402.176,6578310.895,170.147,176.873,176.473,6.726,BATH,
20488,2065399.87,6578313.26,170.148,176.841,176.441,6.693,BATH,
20489,2065397.155,6578315.812,170.387,176.85,176.45,6.463,BATH,
20490,2065394.549,6578318.377,169.008,176.784,176.384,7.776,BATH,
20491,2065391.992,6578320.7,169.518,176.834,176.434,7.316,BATH,
20492,2065389.853,6578322.845,169.43,176.845,176.445,7.415,BATH,
20493,2065388.383,6578325.237,169.127,176.804,176.404,7.677,BATH,
20494,2065386.634,6578327.892,168.462,176.828,176.428,8.366,BATH,
20495,2065385.595,6578330.782,167.916,176.84,176.44,8.924,BATH,
20496,2065385.531,6578333.858,167.027,176.837,176.437,9.81,BATH,
20497,2065384.968,6578337.219,160.493,176.864,176.464,16.371,BATH,
20498,2065384.656,6578340.672,156.107,176.842,176.442,20.735,BATH,
20499,2065385.783,6578344.489,155.814,176.877,176.477,21.063,BATH,
20500,2065386.41,6578348.924,155.252,176.807,176.407,21.555,BATH,
20501,2065387.099,6578353.62,154.697,176.843,176.443,22.146,BATH,
20502,2065388.623,6578358.636,153.855,176.854,176.454,22.999,BATH,
20503,2065390.186,6578363.665,151.986,176.822,176.422,24.836,BATH,
20504,2065391.651,6578368.813,150.31,176.852,176.452,26.542,BATH,
20505,2065392.958,6578374.109,149.573,176.87,176.47,27.297,BATH,
20506,2065395.04,6578379.27,148.946,176.833,176.433,27.887,BATH,
20507,2065397.149,6578384.172,149.005,176.826,176.426,27.821,BATH,
20508,2065399.178,6578389.13,149.125,176.848,176.448,27.723,BATH,
20509,2065401.033,6578394.058,148.099,176.839,176.439,28.74,BATH,
20510,2065402.445,6578398.842,149.675,176.807,176.407,27.132,BATH,
20511,2065403.616,6578403.516,150.282,176.857,176.457,26.575,BATH,
20512,2065405.065,6578408.381,150.675,176.823,176.423,26.148,BATH,
20513,2065406.165,6578413.087,152.072,176.777,176.377,24.705,BATH,
20514,2065406.747,6578417.65,163.567,176.887,176.487,13.32,BATH,
20515,2065407.205,6578422.217,164.308,176.808,176.408,12.5,BATH,
20516,2065407.477,6578426.292,168.232,176.795,176.395,8.563,BATH,
20517,2065407.448,6578430.146,170.304,176.866,176.466,6.562,BATH,
20518,2065406.982,6578432.52,169.446,176.828,176.428,7.382,BATH,
20519,2065406.307,6578433.459,170.242,176.836,176.436,6.594,BATH,
20520,2065405.032,6578434.776,169.208,176.82,176.42,7.612,BATH,
20521,2065403.399,6578436.134,169.567,176.883,176.483,7.316,BATH,
20522,2065401.571,6578436.472,169.379,176.859,176.459,7.48,BATH,
20523,2065399.051,6578436.36,167.288,176.868,176.468,9.58,BATH,
20524,2065396.776,6578437.32,167.847,176.869,176.469,9.022,BATH,
20525,2065395.244,6578439.201,168.514,176.847,176.447,8.333,BATH,
20526,2065393.099,6578440.95,169.019,176.893,176.493,7.874,BATH,
20527,2065390.566,6578443.351,169.154,176.864,176.464,7.71,BATH,
20528,2065388.131,6578446.025,169.477,176.793,176.393,7.316,BATH,
20529,2065385.802,6578449.021,167.701,176.887,176.487,9.186,BATH,
20530,2065383.642,6578452.491,169.565,176.881,176.481,7.316,BATH,
20531,2065381.511,6578456.335,169.573,176.856,176.456,7.283,BATH,
20532,2065379.8,6578460.028,169.571,176.789,176.389,7.218,BATH,
20533,2065378.493,6578463.778,170.286,176.848,176.448,6.562,BATH,
20534,2065378.345,6578467.746,170.955,176.926,176.526,5.971,BATH,
20535,2065380.047,6578471.015,172.024,176.814,176.414,4.79,BATH,
20536,2065380.484,6578471.232,174.69,176.921,176.521,2.231,BATH,
20538,2065380.102,6578467.282,173.783,176.933,176.533,3.15,BATH,
20539,2065378.942,6578464.828,171.666,176.948,176.548,5.282,BATH,
20540,2065377.746,6578461.806,170.287,176.849,176.449,6.562,BATH,
20541,2065376.686,6578458.425,169.741,176.86,176.46,7.119,BATH,
20542,2065375.985,6578455.073,168.428,176.794,176.394,8.366,BATH,
20543,2065375.239,6578452.258,166.502,176.837,176.437,10.335,BATH,
20544,2065374.932,6578449.121,164.816,176.791,176.391,11.975,BATH,
20545,2065374.772,6578445.299,164.676,176.848,176.448,12.172,BATH,
20546,2065374.191,6578441.644,164.027,176.855,176.455,12.828,BATH,
20547,2065373.907,6578437.544,163.327,176.778,176.378,13.451,BATH,
20548,2065373.617,6578433.09,161.716,176.841,176.441,15.125,BATH,
20549,2065372.984,6578428.747,159.712,176.805,176.405,17.093,BATH,
20550,2065372.476,6578424.603,158.205,176.807,176.407,18.602,BATH,
20551,2065372.473,6578420.807,156.999,176.848,176.448,19.849,BATH,
20552,2065371.648,6578417.282,155.222,176.777,176.377,21.555,BATH,
20553,2065369.618,6578414.309,153.662,176.792,176.392,23.13,BATH,
20554,2065367.209,6578411.599,152.855,176.838,176.438,23.983,BATH,
20555,2065364.491,6578409.112,152.614,176.794,176.394,24.18,BATH,
20556,2065361.696,6578406.609,152.513,176.857,176.457,24.344,BATH,
20557,2065359.424,6578403.308,151.837,176.837,176.437,25,BATH,
20559,2065354.898,6578397.911,152.446,176.823,176.423,24.377,BATH,
20560,2065353.85,6578394.902,152.926,176.81,176.41,23.884,BATH,
20561,2065352.099,6578392.338,153.285,176.874,176.474,23.589,BATH,
20562,2065351.343,6578390.381,153.704,176.834,176.434,23.13,BATH,
20563,2065351.351,6578387.937,154.095,176.831,176.431,22.736,BATH,
20564,2065351.097,6578384.548,154.721,176.867,176.467,22.146,BATH,
20565,2065351.632,6578380.467,155.525,176.818,176.418,21.293,BATH,
20566,2065352.054,6578376.265,156.84,176.853,176.453,20.013,BATH,
20567,2065351.969,6578371.837,157.251,176.838,176.438,19.587,BATH,
20569,2065351.837,6578363.014,157.971,176.836,176.436,18.865,BATH,
20570,2065351.266,6578358.788,158.068,176.834,176.434,18.766,BATH,
20571,2065351.465,6578354.566,158.61,176.851,176.451,18.241,BATH,
20572,2065351.919,6578350.643,158.233,176.77,176.37,18.537,BATH,
20573,2065352.394,6578346.861,159.041,176.856,176.456,17.815,BATH,
20574,2065351.667,6578342.781,156.989,176.838,176.438,19.849,BATH,
20575,2065351.567,6578338.998,157.201,176.788,176.388,19.587,BATH,
20576,2065351.618,6578335.324,156.988,176.837,176.437,19.849,BATH,
20577,2065351.46,6578331.523,156.822,176.835,176.435,20.013,BATH,
20578,2065351.31,6578327.964,156.889,176.804,176.404,19.915,BATH,
20579,2065351.133,6578324.69,157.324,176.812,176.412,19.488,BATH,
20580,2065351.174,6578321.609,155.98,176.813,176.413,20.833,BATH,
20581,2065349.402,6578319.689,167.013,176.79,176.39,9.777,BATH,
20582,2065347.661,6578319.256,166.015,176.842,176.442,10.827,BATH,
20583,2065346.412,6578317.78,167.418,176.834,176.434,9.416,BATH,
20584,2065344.884,6578315.95,167.3,176.88,176.48,9.58,BATH,
20585,2065342.662,6578314.458,165.865,176.823,176.423,10.958,BATH,
20586,2065340.22,6578312.373,164.528,176.798,176.398,12.27,BATH,
20587,2065337.665,6578310.546,166.557,176.826,176.426,10.269,BATH,
20588,2065334.75,6578309.272,166.06,176.821,176.421,10.761,BATH,
20589,2065331.87,6578308.6,165.971,176.798,176.398,10.827,BATH,
20590,2065328.901,6578308.038,166.77,176.842,176.442,10.072,BATH,
20591,2065325.753,6578308.172,169.126,176.836,176.436,7.71,BATH,
20592,2065322.603,6578308.809,166.927,176.835,176.435,9.908,BATH,
20594,2065316.232,6578310.078,169.908,176.798,176.398,6.89,BATH,
20595,2065313.897,6578311.172,170.1,176.826,176.426,6.726,BATH,
20596,2065312.604,6578312.395,170.578,176.812,176.412,6.234,BATH,
20597,2065311.157,6578312.576,169.862,176.85,176.45,6.988,BATH,
20598,2065310.559,6578314.047,170.735,176.772,176.372,6.037,BATH,
20599,2065309.831,6578315.94,170.071,176.862,176.462,6.791,BATH,
20600,2065308.303,6578318.373,165.482,176.801,176.401,11.319,BATH,
20601,2065307.352,6578321.487,165.765,176.789,176.389,11.024,BATH,
20602,2065306.744,6578324.804,167.072,176.849,176.449,9.777,BATH,
20603,2065306.079,6578328.608,164.539,176.842,176.442,12.303,BATH,
20604,2065305.334,6578332.583,161.689,176.814,176.414,15.125,BATH,
20605,2065304.831,6578336.68,158.364,176.868,176.468,18.504,BATH,
20606,2065304.205,6578341.085,158.96,176.873,176.473,17.913,BATH,
20607,2065303.93,6578345.432,157.819,176.815,176.415,18.996,BATH,
20608,2065303.866,6578349.807,157.347,176.835,176.435,19.488,BATH,
20609,2065303.868,6578354.378,157.014,176.863,176.463,19.849,BATH,
20610,2065304.004,6578359.013,156.711,176.855,176.455,20.144,BATH,
20611,2065304.138,6578363.603,156.401,176.808,176.408,20.407,BATH,
20612,2065304.18,6578368.34,156.097,176.832,176.432,20.735,BATH,
20613,2065304.58,6578373.18,155.665,176.826,176.426,21.161,BATH,
20614,2065305.07,6578377.889,155.155,176.809,176.409,21.654,BATH,
20615,2065305.618,6578382.622,154.984,176.834,176.434,21.85,BATH,
20616,2065306.77,6578387.381,154.88,176.829,176.429,21.949,BATH,
20617,2065307.983,6578391.946,154.642,176.788,176.388,22.146,BATH,
20618,2065308.804,6578396.593,154.206,176.844,176.444,22.638,BATH,
20619,2065310.57,6578401.278,154.109,176.812,176.412,22.703,BATH,
20620,2065311.925,6578405.923,153.387,176.747,176.347,23.36,BATH,
20621,2065312.949,6578410.528,153.341,176.832,176.432,23.491,BATH,
20622,2065314.908,6578415.278,153.532,176.826,176.426,23.294,BATH,
20623,2065316.561,6578420.062,152.465,176.809,176.409,24.344,BATH,
20624,2065317.637,6578424.773,152.641,176.788,176.388,24.147,BATH,
20625,2065318.485,6578429.427,153.163,176.851,176.451,23.688,BATH,
20626,2065319.675,6578434.128,153.837,176.77,176.37,22.933,BATH,
20627,2065320.784,6578438.807,154.478,176.82,176.42,22.342,BATH,
20628,2065321.868,6578443.591,155.35,176.839,176.439,21.489,BATH,
20629,2065322.523,6578448.229,156.606,176.816,176.416,20.21,BATH,
20630,2065323.381,6578452.649,157.706,176.702,176.302,18.996,BATH,
20631,2065324.799,6578457.081,160.861,176.806,176.406,15.945,BATH,
20632,2065326.203,6578461.375,160.041,176.839,176.439,16.798,BATH,
20633,2065327.666,6578465.376,165.098,176.811,176.411,11.713,BATH,
20634,2065328.732,6578469.011,165.463,176.782,176.382,11.319,BATH,
20635,2065329.217,6578472.05,167.305,176.819,176.419,9.514,BATH,
20636,2065329.793,6578475.069,167.89,176.814,176.414,8.924,BATH,
20637,2065329.895,6578477.563,168.458,176.824,176.424,8.366,BATH,
20638,2065329.081,6578479.32,169.851,176.872,176.472,7.021,BATH,
20639,2065327.805,6578480.675,170.116,176.809,176.409,6.693,BATH,
20640,2065326.121,6578481.715,169.552,176.77,176.37,7.218,BATH,
20641,2065324.051,6578482.946,168.411,176.744,176.344,8.333,BATH,
20642,2065321.536,6578484.554,168.066,176.793,176.393,8.727,BATH,
20643,2065318.251,6578485.177,168.372,176.804,176.404,8.432,BATH,
20644,2065314.954,6578486.294,167.395,176.778,176.378,9.383,BATH,
20645,2065311.653,6578487.516,167.605,176.89,176.49,9.285,BATH,
20646,2065307.945,6578488.575,168.146,176.709,176.309,8.563,BATH,
20647,2065304.511,6578489.585,168.304,176.769,176.369,8.465,BATH,
20648,2065301.31,6578491.087,169.574,176.759,176.359,7.185,BATH,
20649,2065298.699,6578492.748,169.596,176.814,176.414,7.218,BATH,
20650,2065296.65,6578494.546,169.008,176.784,176.384,7.776,BATH,
20651,2065294.832,6578496.499,169.454,176.737,176.337,7.283,BATH,
20654,2065289.089,6578502.183,171.521,176.902,176.502,5.381,BATH,
20655,2065287.379,6578503.582,171.635,176.852,176.452,5.217,BATH,
20656,2065285.742,6578504.548,173.028,176.801,176.401,3.773,BATH,
20657,2065284.808,6578505.431,174.031,176.853,176.453,2.822,BATH,
20658,2065285.247,6578504.016,174.103,176.925,176.525,2.822,BATH,
20659,2065285.074,6578501.325,172.988,176.827,176.427,3.839,BATH,
20660,2065284.997,6578498.585,171.88,176.768,176.368,4.888,BATH,
20661,2065285.252,6578496.209,170.587,176.853,176.453,6.266,BATH,
20662,2065285.288,6578494.385,169.333,176.813,176.413,7.48,BATH,
20663,2065284.944,6578492.692,168.15,176.779,176.379,8.629,BATH,
20664,2065284.521,6578490.735,168.068,176.795,176.395,8.727,BATH,
20665,2065284.179,6578488.913,167.794,176.718,176.318,8.924,BATH,
20666,2065283.553,6578487.161,169.127,176.804,176.404,7.677,BATH,
20667,2065283.18,6578485.069,168.698,176.769,176.369,8.071,BATH,
20668,2065283.201,6578482.598,169.871,176.761,176.361,6.89,BATH,
20669,2065282.771,6578479.681,170.77,176.807,176.407,6.037,BATH,
20670,2065282.31,6578476.425,171.037,176.811,176.411,5.774,BATH,
20671,2065281.971,6578472.919,171.767,176.852,176.452,5.085,BATH,
20672,2065281.85,6578469.257,168.037,176.797,176.397,8.76,BATH,
20673,2065281.865,6578465.41,167.822,176.746,176.346,8.924,BATH,
20674,2065281.793,6578461.412,167.428,176.746,176.346,9.318,BATH,
20675,2065281.794,6578457.345,167.007,176.784,176.384,9.777,BATH,
20676,2065282.022,6578453.096,167.007,176.817,176.417,9.81,BATH,
20677,2065282.594,6578448.764,165.724,176.846,176.446,11.122,BATH,
20678,2065282.711,6578444.497,164.641,176.813,176.413,12.172,BATH,
20679,2065282.4,6578440.702,164.396,176.798,176.398,12.402,BATH,
20680,2065282.702,6578436.889,164.638,176.81,176.41,12.172,BATH,
20681,2065283.082,6578432.897,163.301,176.818,176.418,13.517,BATH,
20682,2065283.389,6578428.78,163.275,176.792,176.392,13.517,BATH,
20683,2065283.859,6578424.509,162.679,176.787,176.387,14.108,BATH,
20684,2065284.147,6578420.156,160.288,176.791,176.391,16.503,BATH,
20685,2065284.407,6578415.85,160.766,176.809,176.409,16.043,BATH,
20686,2065284.958,6578411.573,160.066,176.765,176.365,16.699,BATH,
20687,2065284.937,6578407.391,159.457,176.813,176.413,17.356,BATH,
20688,2065284.351,6578403.223,159.376,176.797,176.397,17.421,BATH,
20689,2065283.412,6578399.024,159.511,176.801,176.401,17.29,BATH,
20690,2065283.532,6578394.561,159.44,176.796,176.396,17.356,BATH,
20691,2065283.474,6578390.146,159.583,176.775,176.375,17.192,BATH,
20692,2065282.572,6578385.648,159.742,176.737,176.337,16.995,BATH,
20693,2065281.663,6578381.152,160.313,176.783,176.383,16.47,BATH,
20694,2065281.512,6578376.449,160.754,176.797,176.397,16.043,BATH,
20695,2065280.861,6578371.548,160.615,176.79,176.39,16.175,BATH,
20696,2065280.337,6578366.788,160.768,176.778,176.378,16.01,BATH,
20697,2065280.072,6578361.988,161.33,176.848,176.448,15.518,BATH,
20698,2065279.569,6578357.114,161.584,176.84,176.44,15.256,BATH,
20699,2065279.473,6578352.541,161.791,176.752,176.352,14.961,BATH,
20700,2065279.905,6578348.08,162.419,176.789,176.389,14.37,BATH,
20701,2065279.626,6578343.365,163.088,176.802,176.402,13.714,BATH,
20702,2065279.528,6578338.877,163.414,176.767,176.367,13.353,BATH,
20703,2065279.399,6578334.346,163.868,176.827,176.427,12.959,BATH,
20704,2065278.969,6578329.984,164.55,176.82,176.42,12.27,BATH,
20705,2065277.678,6578326.373,163.643,176.766,176.366,13.123,BATH,
20707,2065273.91,6578321.191,164.751,176.824,176.424,12.073,BATH,
20708,2065271.659,6578318.778,164.695,176.801,176.401,12.106,BATH,
20709,2065269.307,6578316.158,167.537,176.822,176.422,9.285,BATH,
20710,2065266.658,6578313.927,168.294,176.857,176.457,8.563,BATH,
20711,2065263.999,6578311.725,168.285,176.815,176.415,8.53,BATH,
20712,2065261.175,6578309.353,168.368,176.833,176.433,8.465,BATH,
20714,2065256.171,6578303.982,170.486,176.818,176.418,6.332,BATH,
20715,2065253.218,6578302.181,171.029,176.902,176.502,5.873,BATH,
20716,2065250.196,6578300.398,171.966,176.789,176.389,4.823,BATH,
20717,2065247.3,6578298.687,172.285,176.878,176.478,4.593,BATH,
20719,2065241.61,6578295.596,173.525,176.904,176.504,3.379,BATH,
20720,2065238.784,6578294.447,173.939,176.859,176.459,2.92,BATH,
20721,2065236.223,6578293.814,174.353,176.846,176.446,2.493,BATH,
20722,2065234.084,6578293.807,174.749,176.882,176.482,2.133,BATH,
20723,2065232.753,6578294.126,174.408,176.836,176.436,2.428,BATH,
20724,2065236.4,6578305.891,170.312,176.841,176.441,6.529,BATH,
20725,2065234.7,6578305.428,170.402,176.832,176.432,6.43,BATH,
20726,2065233.252,6578305.065,171.105,176.846,176.446,5.741,BATH,
20727,2065231.471,6578305.107,171.065,176.806,176.406,5.741,BATH,
20728,2065230.664,6578306.291,170.835,176.806,176.406,5.971,BATH,
20729,2065230.341,6578307.429,170.578,176.844,176.444,6.266,BATH,
20730,2065229.083,6578309.406,170.305,176.834,176.434,6.529,BATH,
20732,2065227.921,6578316.158,169.355,176.835,176.435,7.48,BATH,
20733,2065227.311,6578320.448,168.768,176.839,176.439,8.071,BATH,
20734,2065226.425,6578325.279,168.4,176.832,176.432,8.432,BATH,
20735,2065225.68,6578330.159,168.234,176.797,176.397,8.563,BATH,
20736,2065224.93,6578335.226,167.248,176.762,176.362,9.514,BATH,
20737,2065224.307,6578340.447,166.747,176.852,176.452,10.105,BATH,
20738,2065223.6,6578346.048,166.267,176.831,176.431,10.564,BATH,
20739,2065223.365,6578351.817,165.583,176.803,176.403,11.22,BATH,
20740,2065223.005,6578357.433,164.971,176.782,176.382,11.811,BATH,
20741,2065222.365,6578362.844,164.104,176.834,176.434,12.73,BATH,
20742,2065221.916,6578368.42,163.591,176.813,176.413,13.222,BATH,
20743,2065221.93,6578373.818,162.691,176.799,176.399,14.108,BATH,
20744,2065221.677,6578378.949,162.408,176.811,176.411,14.403,BATH,
20745,2065221.189,6578383.98,161.297,176.815,176.415,15.518,BATH,
20746,2065221.409,6578389.228,160.315,176.785,176.385,16.47,BATH,
