P,N,E,Z,D
21947,2064804.205,6577919.449,176.67,WSE
21948,2064802.287,6577916.932,176.67,WSE
21949,2064800.239,6577913.462,176.665,WSE
21950,2064799.033,6577909.467,176.611,WSE
21951,2064798.759,6577905.906,176.638,WSE
21952,2064799.082,6577902.657,176.647,WSE
21953,2064799.599,6577900.008,176.667,WSE
21956,2064795.398,6577899.635,176.687,WSE
21957,2064792.823,6577900.802,176.657,WSE
21958,2064789.892,6577902.861,176.634,WSE
21959,2064786.736,6577905.15,176.709,WSE
21960,2064783.48,6577907.639,176.661,WSE
21961,2064779.848,6577910.362,176.633,WSE
21962,2064776.066,6577913.193,176.685,WSE
21963,2064772.317,6577915.892,176.664,WSE
21964,2064768.636,6577918.564,176.646,WSE
21965,2064763.466,6577920.441,176.669,WSE
21966,2064760.027,6577923.079,176.642,WSE
21967,2064756.804,6577926.081,176.648,WSE
21968,2064754.639,6577929.287,176.643,WSE
21969,2064753.862,6577932.073,176.653,WSE
21970,2064753.291,6577933.985,176.707,WSE
21971,2064750.973,6577936.464,176.668,WSE
21972,2064748.633,6577939.182,176.673,WSE
21973,2064745.994,6577942.805,176.668,WSE
21974,2064743.452,6577946.296,176.643,WSE
21976,2064738.366,6577952.81,176.66,WSE
21977,2064736.521,6577955.758,176.671,WSE
21978,2064734.964,6577957.853,176.695,WSE
21979,2064734.36,6577958.443,176.675,WSE
21980,2064734.532,6577958.647,176.697,WSE
21981,2064735.552,6577957.931,176.663,WSE
21982,2064737.019,6577956.216,176.647,WSE
21983,2064738.022,6577953.74,176.685,WSE
21984,2064739.38,6577950.992,176.667,WSE
21985,2064740.772,6577947.927,176.617,WSE
21986,2064742.471,6577945.833,176.707,WSE
21987,2064742.593,6577944.857,176.693,WSE
21988,2064741.45,6577943.321,176.653,WSE
21989,2064740.077,6577941.885,176.703,WSE
21990,2064739.011,6577940.042,176.666,WSE
21991,2064736.781,6577938.868,176.681,WSE
21992,2064735.054,6577939.867,176.691,WSE
21993,2064734.545,6577938.708,176.667,WSE
21996,2064728.461,6577937.03,176.651,WSE
21997,2064725.413,6577936.865,176.64,WSE
21998,2064722.582,6577935.579,176.667,WSE
21999,2064721.363,6577933.667,176.659,WSE
22008,2064699.309,6577918.231,176.542,WSE
22009,2064694.81,6577916.362,176.483,WSE
22010,2064690.902,6577914.291,176.549,WSE
22011,2064688.265,6577913.006,176.529,WSE
22012,2064687.986,6577912.288,176.501,WSE
22013,2064689.183,6577912.278,176.475,WSE
22014,2064688.359,6577912.484,176.507,WSE
22015,2064687.116,6577912.245,176.496,WSE
22016,2064686.268,6577910.767,176.492,WSE
22017,2064684.892,6577908.769,176.485,WSE
22018,2064682.707,6577907.26,176.509,WSE
22019,2064680.421,6577906.6,176.55,WSE
22020,2064678.487,6577906.254,176.579,WSE
22021,2064676.77,6577907.433,176.521,WSE
22022,2064675.592,6577908.065,176.517,WSE
22023,2064674.083,6577908.181,176.493,WSE
22024,2064671.951,6577908.774,176.502,WSE
22025,2064670.734,6577908.852,176.543,WSE
22026,2064669.98,6577906.223,176.574,WSE
22027,2064670.145,6577902.717,176.586,WSE
22028,2064668.587,6577900.516,176.565,WSE
22029,2064667.033,6577898.472,176.505,WSE
22030,2064666.237,6577896.598,176.708,WSE
22031,2064667.334,6577894.772,176.549,WSE
22032,2064669.073,6577892.772,176.597,WSE
22033,2064671.724,6577890.358,176.543,WSE
22034,2064673.919,6577887.563,176.539,WSE
22035,2064672.771,6577884.488,176.538,WSE
22036,2064670.524,6577884.26,176.525,WSE
22037,2064669.449,6577884.897,176.529,WSE
22038,2064668.073,6577883.837,176.487,WSE
22039,2064665.416,6577882.818,176.488,WSE
22040,2064661.93,6577881.368,176.542,WSE
22041,2064657.699,6577878.971,176.552,WSE
22042,2064654.099,6577876.869,176.549,WSE
22045,2064654.808,6577876.196,176.493,WSE
22046,2064655.938,6577876.795,176.54,WSE
22047,2064656.796,6577876.128,176.607,WSE
22048,2064658.117,6577873.33,176.524,WSE
22049,2064660.579,6577871.064,176.55,WSE
22050,2064662.506,6577869.542,176.624,WSE
22051,2064662.782,6577866.675,176.54,WSE
22052,2064663.43,6577863.472,176.544,WSE
22053,2064664.265,6577860.146,176.545,WSE
22054,2064662.29,6577857.616,176.545,WSE
22055,2064659.902,6577857.02,176.484,WSE
22056,2064658.512,6577857.334,176.529,WSE
22057,2064656.611,6577856.185,176.452,WSE
22058,2064653.677,6577854.55,176.532,WSE
22059,2064649.771,6577853.759,176.484,WSE
22060,2064645.801,6577853.596,176.429,WSE
22061,2064641.418,6577853.238,176.523,WSE
22062,2064639.627,6577849.925,176.523,WSE
22063,2064640.393,6577848.116,176.553,WSE
22064,2064641.517,6577848.407,176.57,WSE
22065,2064642.044,6577848.776,176.608,WSE
22066,2064643.097,6577847.314,176.583,WSE
22067,2064644.831,6577845.879,176.606,WSE
22068,2064647.276,6577843.542,176.518,WSE
22069,2064649.898,6577840.785,176.463,WSE
22070,2064652.45,6577837.361,176.496,WSE
22071,2064655.716,6577834.16,176.439,WSE
22072,2064659.035,6577831.132,176.386,WSE
22073,2064662.174,6577827.905,176.509,WSE
22074,2064665.459,6577825.098,176.461,WSE
22079,2064678.793,6577814.815,176.411,WSE
22080,2064681.073,6577814.289,176.456,WSE
22081,2064682.993,6577811.96,176.442,WSE
22082,2064684.918,6577809.328,176.48,WSE
22083,2064687.273,6577807.092,176.485,WSE
22084,2064689.764,6577804.832,176.429,WSE
22085,2064692.37,6577802.754,176.417,WSE
22086,2064694.924,6577801.289,176.415,WSE
22087,2064696.972,6577800.189,176.439,WSE
22088,2064698.609,6577799.356,176.482,WSE
22089,2064699.672,6577800.112,176.523,WSE
22090,2064701.683,6577799.777,176.545,WSE
22091,2064703.228,6577800.539,176.452,WSE
22092,2064704.868,6577801.232,176.414,WSE
22093,2064706.621,6577801.896,176.456,WSE
22096,2064711.164,6577804.921,176.546,WSE
22097,2064713.091,6577805.874,176.548,WSE
22098,2064714.855,6577806.404,176.551,WSE
22099,2064717.227,6577807.679,176.524,WSE
22108,2064716.35,6577827.628,176.532,WSE
22109,2064714.999,6577830.671,176.606,WSE
22110,2064714.525,6577833.795,176.609,WSE
22111,2064715.615,6577836.359,176.569,WSE
22112,2064717.33,6577837.607,176.509,WSE
22113,2064719.656,6577838.007,176.53,WSE
22114,2064722.553,6577838.42,176.551,WSE
22115,2064725.758,6577838.341,176.566,WSE
22116,2064728.794,6577838.387,176.538,WSE
22117,2064731.872,6577838.339,176.616,WSE
22118,2064735.53,6577837.796,176.622,WSE
22119,2064739.33,6577837.396,176.606,WSE
22120,2064742.961,6577836.932,176.568,WSE
22121,2064746.612,6577836.762,176.614,WSE
22122,2064750.396,6577837.024,176.629,WSE
22123,2064753.068,6577838.58,176.587,WSE
22126,2064752.582,6577843.483,176.566,WSE
22127,2064751.753,6577845.33,176.632,WSE
22128,2064751.207,6577847.461,176.587,WSE
22129,2064750.485,6577849.489,176.66,WSE
22130,2064748.765,6577851.663,176.596,WSE
22131,2064746.675,6577853.981,176.559,WSE
22132,2064744.277,6577856.549,176.61,WSE
22133,2064741.667,6577859.67,176.584,WSE
22134,2064739.475,6577862.921,176.603,WSE
22135,2064737.432,6577866.038,176.619,WSE
22136,2064735.508,6577869.319,176.628,WSE
22137,2064734.024,6577872.878,176.602,WSE
22138,2064732.934,6577876.219,176.598,WSE
22139,2064731.833,6577879.537,176.663,WSE
22140,2064730.327,6577882.854,176.631,WSE
22141,2064729.714,6577885.939,176.656,WSE
22142,2064730.247,6577888.336,176.651,WSE
22143,2064730.523,6577890.554,176.654,WSE
22144,2064730.591,6577893.498,176.652,WSE
22145,2064731.651,6577896.039,176.663,WSE
22146,2064732.539,6577899.474,176.689,WSE
22147,2064733.789,6577902.739,176.623,WSE
22148,2064735.18,6577905.891,176.673,WSE
22149,2064736.608,6577909.397,176.657,WSE
22150,2064737.903,6577912.712,176.616,WSE
22151,2064739.258,6577915.816,176.67,WSE
22152,2064740.792,6577918.741,176.664,WSE
22153,2064742.698,6577920.15,176.612,WSE
22154,2064744.882,6577920.014,176.649,WSE
22155,2064746.516,6577918.427,176.637,WSE
22156,2064748.09,6577917.218,176.607,WSE
22157,2064750.517,6577916.321,176.66,WSE
22158,2064753.406,6577914.972,176.606,WSE
22159,2064756.345,6577913.185,176.632,WSE
22160,2064759.767,6577911.384,176.609,WSE
22161,2064762.829,6577909.387,176.6,WSE
22162,2064765.26,6577907.83,176.631,WSE
22163,2064766.965,6577905.833,176.632,WSE
22164,2064768.957,6577902.795,176.665,WSE
22165,2064770.665,6577899.842,176.653,WSE
22166,2064771.889,6577896.844,176.657,WSE
22167,2064772.592,6577893.586,176.651,WSE
22168,2064772.673,6577890.336,176.67,WSE
22169,2064773.309,6577887.56,176.653,WSE
22170,2064773.479,6577884.644,176.615,WSE
22177,2064763.976,6577878.148,176.6,WSE
22178,2064762.339,6577879.514,176.627,WSE
22179,2064761.255,6577881.427,176.577,WSE
22180,2064761.655,6577883.81,176.663,WSE
22181,2064763.029,6577886.025,176.648,WSE
22182,2064764.497,6577888.641,176.659,WSE
22183,2064765.905,6577892.101,176.633,WSE
22184,2064768.126,6577894.885,176.642,WSE
22185,2064770.3,6577897.652,176.658,WSE
22186,2064772.783,6577900.12,176.653,WSE
22187,2064775.501,6577902.6,176.686,WSE
22188,2064777.682,6577906.05,176.609,WSE
22189,2064779.788,6577909.93,176.643,WSE
22190,2064782.428,6577913.924,176.585,WSE
22191,2064785.614,6577917.889,176.667,WSE
22192,2064789.272,6577921.355,176.586,WSE
22193,2064791.15,6577925.784,176.614,WSE
22194,2064793.383,6577929.534,176.637,WSE
22195,2064796.091,6577932.441,176.699,WSE
22196,2064799.527,6577934.565,176.624,WSE
22197,2064801.873,6577937.629,176.634,WSE
22198,2064803.215,6577941.271,176.677,WSE
22199,2064804.675,6577944.99,176.681,WSE
22200,2064806.818,6577948.757,176.616,WSE
22201,2064808.822,6577952.685,176.617,WSE
22202,2064810.823,6577956.079,176.665,WSE
22203,2064812.813,6577959.292,176.667,WSE
22204,2064814.966,6577962.307,176.637,WSE
22205,2064816.812,6577965.577,176.623,WSE
22206,2064818.954,6577968.503,176.628,WSE
22207,2064820.908,6577971.733,176.689,WSE
22208,2064823.037,6577975.646,176.629,WSE
22209,2064826.043,6577979.208,176.594,WSE
22210,2064829.618,6577982.124,176.642,WSE
22211,2064833.61,6577984.627,176.706,WSE
22212,2064837.861,6577986.903,176.625,WSE
22213,2064842.386,6577989.516,176.602,WSE
22214,2064846.598,6577992.498,176.713,WSE
22215,2064850.805,6577995.479,176.677,WSE
22216,2064855.118,6577998.399,176.672,WSE
22217,2064859.622,6578001.247,176.582,WSE
22218,2064863.486,6578003.851,176.668,WSE
22219,2064867.033,6578006.413,176.65,WSE
22220,2064870.692,6578008.381,176.662,WSE
22221,2064875.32,6578008.931,176.673,WSE
22222,2064879.768,6578008.429,176.668,WSE
22223,2064884.034,6578007.598,176.62,WSE
22224,2064887.538,6578006.629,176.646,WSE
22225,2064890.254,6578005.525,176.697,WSE
22238,2064915.961,6577974.735,176.687,WSE
22239,2064919.392,6577975.884,176.693,WSE
22240,2064922.883,6577976.877,176.701,WSE
22241,2064927.295,6577976.715,176.652,WSE
22242,2064930.919,6577976.765,176.644,WSE
22243,2064933.641,6577976.429,176.653,WSE
22244,2064935.931,6577975.935,176.638,WSE
22246,2064941.032,6577973.079,176.719,WSE
22247,2064944.64,6577970.87,176.638,WSE
22248,2064948.522,6577968.194,176.668,WSE
22249,2064952.061,6577965.244,176.633,WSE
22253,2064954.013,6577960.071,176.69,WSE
22254,2064951.474,6577958.137,176.671,WSE
22255,2064948.609,6577957.1,176.652,WSE
22256,2064945.813,6577957.244,176.688,WSE
22257,2064944.058,6577957.105,176.7,WSE
22258,2064942.027,6577954.733,176.713,WSE
22259,2064938.898,6577953.064,176.661,WSE
22260,2064935.317,6577951.22,176.682,WSE
22261,2064931.219,6577949.199,176.635,WSE
22262,2064927.141,6577946.909,176.634,WSE
22268,2064926.691,6577934.818,176.63,WSE
22269,2064928.902,6577933.966,176.605,WSE
22270,2064932.321,6577932.354,176.625,WSE
22271,2064935.783,6577931.189,176.602,WSE
22272,2064938.201,6577930.547,176.661,WSE
22273,2064940.195,6577929.753,176.664,WSE
22274,2064942.196,6577927.628,176.617,WSE
22275,2064944.288,6577924.782,176.634,WSE
22276,2064945.861,6577921.684,176.602,WSE
22277,2064946.144,6577920.184,176.637,WSE
22278,2064945.216,6577917.809,176.633,WSE
22279,2064944.374,6577917.153,176.663,WSE
22280,2064942.529,6577916.631,176.597,WSE
22281,2064939.744,6577915.969,176.62,WSE
22282,2064936.961,6577915.21,176.651,WSE
22283,2064934.05,6577913.918,176.641,WSE
22284,2064931.602,6577912.638,176.608,WSE
22285,2064928.565,6577911.274,176.596,WSE
22286,2064925.109,6577909.998,176.569,WSE
22287,2064921.75,6577909.093,176.568,WSE
22288,2064920.289,6577907.342,176.705,WSE
22289,2064920.005,6577905.9,176.629,WSE
22290,2064921.035,6577904.064,176.669,WSE
22291,2064922.667,6577902.131,176.612,WSE
22292,2064923.717,6577900.035,176.73,WSE
22293,2064924.116,6577897.093,176.633,WSE
22294,2064924.797,6577893.737,176.689,WSE
22295,2064926.064,6577890.475,176.731,WSE
22296,2064926.803,6577885.921,176.732,WSE
22297,2064928.065,6577881.855,176.692,WSE
22298,2064928.625,6577877.682,176.679,WSE
22299,2064927.24,6577874.213,176.568,WSE
22300,2064924.853,6577871.695,176.612,WSE
22301,2064921.432,6577868.89,176.577,WSE
22302,2064917.346,6577867.001,176.631,WSE
22303,2064913.499,6577865.956,176.688,WSE
22304,2064910.493,6577865.057,176.592,WSE
22305,2064907.429,6577862.813,176.587,WSE
22306,2064903.662,6577859.829,176.587,WSE
22307,2064899.81,6577858.143,176.651,WSE
22308,2064896.91,6577857.74,176.651,WSE
22316,2064895.125,6577830.59,176.518,WSE
22317,2064896.029,6577826.3,176.578,WSE
22318,2064897.928,6577823.611,176.561,WSE
22319,2064898.47,6577822.071,176.587,WSE
22320,2064898.293,6577821.708,176.579,WSE
22321,2064897.473,6577822.01,176.553,WSE
22322,2064896.341,6577823.36,176.615,WSE
22323,2064894.558,6577823.403,176.566,WSE
22324,2064892.086,6577825.162,176.591,WSE
22325,2064889.531,6577826.145,176.587,WSE
22326,2064887.016,6577826.626,176.547,WSE
22327,2064884.31,6577826.722,176.617,WSE
22328,2064881.624,6577827.59,176.573,WSE
22329,2064878.27,6577828.326,176.587,WSE
22330,2064874.433,6577829.507,176.561,WSE
22331,2064870.498,6577829.257,176.59,WSE
22332,2064868.072,6577828.166,176.548,WSE
22333,2064867.788,6577828.688,176.578,WSE
22334,2064868.357,6577827.433,176.588,WSE
22335,2064869.255,6577826.428,176.576,WSE
22336,2064869.684,6577826.302,176.593,WSE
22337,2064870.126,6577826.43,176.571,WSE
22338,2064870.391,6577825.33,176.614,WSE
22339,2064869.601,6577824.026,176.558,WSE
22340,2064867.707,6577822.467,176.577,WSE
22341,2064865.35,6577820.328,176.573,WSE
22342,2064862.63,6577819.373,176.531,WSE
22343,2064860.608,6577818.934,176.53,WSE
22344,2064859.868,6577817.332,176.534,WSE
22345,2064859.536,6577815.898,176.546,WSE
22346,2064859.762,6577814.899,176.493,WSE
22347,2064861.841,6577813.593,176.5,WSE
22348,2064863.93,6577813.334,176.586,WSE
22349,2064864.03,6577812.017,176.548,WSE
22350,2064864.346,6577809.815,176.588,WSE
22351,2064865.196,6577806.965,176.578,WSE
22352,2064865.753,6577802.97,176.522,WSE
22353,2064866.11,6577798.253,176.647,WSE
22354,2064867.426,6577793.809,176.573,WSE
22355,2064868.023,6577788.887,176.528,WSE
22356,2064867.777,6577783.827,176.534,WSE
22357,2064867.665,6577781.538,176.563,WSE
22358,2064865.617,6577780.443,176.57,WSE
22359,2064864.499,6577780.001,176.585,WSE
22361,2064858.907,6577780.485,176.548,WSE
22362,2064855.71,6577781.219,176.548,WSE
22363,2064853.322,6577782.106,176.506,WSE
22364,2064851.029,6577782.072,176.609,WSE
22365,2064847.161,6577781.171,176.537,WSE
22366,2064842.657,6577780.066,176.612,WSE
22367,2064837.631,6577777.344,176.556,WSE
22368,2064833.438,6577774.221,176.552,WSE
22369,2064828.946,6577772.078,176.54,WSE
22370,2064824.93,6577771.93,176.597,WSE
22371,2064823.264,6577769.421,176.544,WSE
22372,2064822.557,6577766.497,176.58,WSE
22373,2064822.96,6577764.603,176.516,WSE
22374,2064823.291,6577761.506,176.525,WSE
22375,2064823.214,6577758.769,176.499,WSE
22376,2064823.025,6577754.478,176.512,WSE
22377,2064822.147,6577750.825,176.54,WSE
22378,2064819.536,6577747.669,176.465,WSE
22379,2064817.355,6577744.495,176.443,WSE
22380,2064816.022,6577742.176,176.483,WSE
22381,2064812.786,6577740.791,176.47,WSE
22382,2064808.949,6577739.434,176.477,WSE
22383,2064806.131,6577738.917,176.476,WSE
22384,2064801.366,6577738.952,176.505,WSE
22385,2064796.967,6577739.221,176.492,WSE
22386,2064793.129,6577739.736,176.435,WSE
22387,2064789.963,6577739.574,176.483,WSE
22388,2064787.151,6577738.67,176.51,WSE
22389,2064784.361,6577737.35,176.536,WSE
22390,2064781.88,6577736.271,176.502,WSE
22391,2064779.561,6577732.289,176.52,WSE
22392,2064778.652,6577727.91,176.585,WSE
22393,2064779.008,6577724.062,176.509,WSE
22394,2064779.439,6577721.162,176.538,WSE
22395,2064779.619,6577718.77,176.513,WSE
22396,2064779.56,6577716.221,176.53,WSE
22397,2064779.472,6577713.905,176.484,WSE
22398,2064780.107,6577710.268,176.425,WSE
22399,2064781.024,6577706.371,176.431,WSE
22400,2064782.061,6577702.874,176.486,WSE
22401,2064781.127,6577698.969,176.548,WSE
22402,2064780.216,6577697.007,176.538,WSE
22403,2064777.239,6577695.395,176.553,WSE
22404,2064774.422,6577694.937,176.542,WSE
22405,2064772.176,6577694.452,176.518,WSE
22406,2064769.861,6577693.164,176.577,WSE
22407,2064766.547,6577691.864,176.53,WSE
22408,2064762.769,6577690.016,176.494,WSE
22409,2064759.161,6577686.62,176.411,WSE
22410,2064757.138,6577682.455,176.481,WSE
22411,2064757.205,6577679.688,176.604,WSE
22412,2064756.272,6577677.447,176.63,WSE
22413,2064754.828,6577673.576,176.518,WSE
22414,2064753.788,6577669.628,176.576,WSE
22415,2064753.536,6577666.256,176.537,WSE
22416,2064752.302,6577664.58,176.545,WSE
22417,2064749.706,6577663.025,176.63,WSE
22418,2064745.688,6577661.143,176.505,WSE
22419,2064741.514,6577660.165,176.453,WSE
22420,2064738.228,6577659.774,176.484,WSE
22421,2064735.449,6577658.77,176.529,WSE
22422,2064731.772,6577655.553,176.505,WSE
22423,2064728.995,6577651.906,176.566,WSE
22425,2064728.917,6577647.458,176.511,WSE
22426,2064730.228,6577644.754,176.564,WSE
22427,2064730.975,6577642.622,176.456,WSE
22428,2064730.579,6577640.009,176.466,WSE
22429,2064730.607,6577636.703,176.536,WSE
22430,2064729.991,6577632.588,176.607,WSE
22431,2064729.85,6577628.522,176.482,WSE
22432,2064730.331,6577624.362,176.536,WSE
22433,2064730.767,6577620.35,176.463,WSE
22434,2064729.646,6577619.202,176.501,WSE
22435,2064727.76,6577620.304,176.362,WSE
22436,2064723.842,6577620.636,176.448,WSE
22437,2064719.53,6577618.834,176.434,WSE
22438,2064715.656,6577616.353,176.44,WSE
22439,2064712.385,6577613.502,176.537,WSE
22440,2064710.528,6577608.705,176.383,WSE
22441,2064710.006,6577604.574,176.431,WSE
22442,2064709.291,6577601.117,176.414,WSE
22443,2064708.519,6577597.709,176.455,WSE
22444,2064708.371,6577594.357,176.451,WSE
22445,2064708.447,6577591.657,176.457,WSE
22446,2064708.38,6577588.176,176.379,WSE
22447,2064708.985,6577584.185,176.489,WSE
22448,2064711.106,6577581.401,176.394,WSE
22449,2064713.14,6577579.418,176.456,WSE
22450,2064715.719,6577578.042,176.434,WSE
22451,2064718.354,6577576.56,176.394,WSE
22452,2064719.878,6577576.002,176.478,WSE
22453,2064720.345,6577575.755,176.469,WSE
22454,2064719.013,6577576.27,176.35,WSE
22456,2064714.141,6577577.57,176.452,WSE
22457,2064711.07,6577577.963,176.436,WSE
22458,2064707.956,6577577.579,176.425,WSE
22459,2064705.193,6577576.576,176.463,WSE
22460,2064702.149,6577576.572,176.408,WSE
22461,2064699.152,6577576.509,176.403,WSE
22462,2064695.527,6577574.937,176.404,WSE
22463,2064691.979,6577572.635,176.399,WSE
22464,2064688.428,6577570.866,176.426,WSE
22465,2064687.147,6577566.548,176.479,WSE
22466,2064688.07,6577563.239,176.478,WSE
22467,2064688.93,6577561.32,176.441,WSE
22468,2064689.13,6577559.213,176.481,WSE
22469,2064689.715,6577555.965,176.426,WSE
22470,2064690.835,6577552.689,176.395,WSE
22471,2064692.473,6577548.979,176.436,WSE
22472,2064694.942,6577545.887,176.417,WSE
22473,2064697.362,6577543.531,176.424,WSE
22474,2064699.917,6577541.195,176.425,WSE
22475,2064702.381,6577538.507,176.412,WSE
22476,2064704.882,6577536.78,176.412,WSE
22477,2064707.44,6577535.596,176.413,WSE
22478,2064709.695,6577532.9,176.444,WSE
22479,2064711.056,6577530.474,176.44,WSE
22480,2064711.176,6577528.236,176.437,WSE
22481,2064710.932,6577526.799,176.389,WSE
22482,2064710.864,6577525.851,176.432,WSE
22483,2064710.883,6577525.163,176.408,WSE
22484,2064710.652,6577524.767,176.439,WSE
22485,2064710.494,6577524.326,176.438,WSE
22486,2064709.717,6577524.101,176.418,WSE
